-0.5143 0.2242 0 -51.1
-4.4312 -39.3674 4.5339 45.7
6.7788 -5.698 -4.0072 -52.5
19.1485 -9.799 -15.9391 -59.4
28.2151 -9.78 -33.8403 -64
78.4066 9.9541 -47.6674 -65.8
30.943 2.7017 -73.035 -65.6
29.3403 -71.6143 -75.1648 -65.8
17.2953 -4.5854 -9.3879 -58.6
35.6496 -12.2658 -18.4505 -63.1
79.3107 -93.1531 -10.0243 -65.8
110.4144 -37.7801 -37.1511 -65.8
164.1985 -42.6564 -49.5181 -65.9
170.2701 -41.3309 -54.8127 -65.9
39.2305 -3.6629 -8.6748 -62.9
81.5874 -41.1669 -6.6347 -65.8
112.4803 -71.2789 -17.0171 -65.8
138.6075 -96.2475 -11.89 -65.8
94.3922 -4.2956 7.9412 -65.5
145.7956 11.8377 24.7844 -65.9
171.9213 -25.1618 96.0642 -65.8
10.5045 -22.5513 19.5028 -57.3
19.1579 -51.3163 61.3027 -65.3
22.4431 -37.0588 27.383 -64
67.5453 -3.3506 49.0151 -65.8
122.2689 1.7669 70.712 -65.9
155.3981 2.5625 92.5151 -65.9
144.8086 1.1286 86.0144 -65.9
113.0764 8.7784 58.2629 -65.9
85.646 -137.1338 29.7742 -65.8
-11.2366 -10.0169 -4.0808 -55.5
-39.0387 25.3598 -39.6132 -64.8
-23.3374 -21.3299 -15.2892 -60.8
-66.9865 -27.3048 -33.5061 -65.1
-110.2683 -23.1316 -48.2855 -65.9
-158.3186 -26.6235 -63.2914 -65.9
-132.5421 -18.347 -60.5459 -65.9
-107.5945 -42.105 -45.289 -65.9
-33.0795 -32.8287 -18.8379 -62.7
-52.1012 -45.2955 -24.7197 -64.7
-116.9018 -65.7102 -95.6127 -65.9
-84.854 -94.7618 -50.8843 -65.8
-21.9693 -57.0318 -20.3153 -64.8
-8.1295 -130.6103 -6.2861 -65.8
-4.0017 -125.2104 -21.7117 -65.8
-11.6499 -7.4541 11.5885 -55.2
-18.1526 -9.7232 19.718 -59.4
-15.7757 10.5302 24.917 -64.7
-14.4741 61.4145 17.5417 -65.8
-7.6206 134.3487 1.0474 -65.9
-7.3209 144.9242 -3.0519 -66
-22.8489 68.7391 19.1769 -65.8
-46.9907 126.3921 19.6733 -65.9
-39.6877 117.8155 20.9513 -65.9
-15.784 -10.2761 23.303 -61.5
4.9275 20.8752 28.7643 -65.1
83.2141 78.3095 79.6665 -65.9
45.0665 97.1683 64.9132 -65.9
1.3489 -79.5121 13.6566 -65.5
8.3623 -147.4459 6.6359 -65.8
10.064 -152.7343 4.5593 -65.8
-26.5325 -11.4508 21.7057 -60.3
-58.3742 12.7161 28.8758 -65
-82.5674 33.598 35.542 -65.9
-87.1454 35.6896 34.7072 -65.9
-107.1531 44.9571 36.5205 -66
-101.7536 42.5783 35.9973 -66
-89.7154 -67.1763 42.3395 -65.7
0.3426 18.4829 2.1245 -54.2
-7.5803 32.7843 20.1268 -61.1
-0.0193 54.2944 44.7091 -65.3
49.8325 99.4419 67.6464 -66
40.8975 105.2296 63.1935 -66
-13.806 87.5312 43.8134 -65.6
6.0272 35.5328 -2.8961 -58.3
22.0932 63.0117 -36.5668 -64
61.8152 81.9506 -98.4625 -66
65.0216 126.9886 -57.7363 -66
8.8668 70.74 2.8706 -63.5
-72.9081 145.7389 26.014 -66
4.3061 118.9 8.3743 -65.4
-43.5278 105.257 39.6291 -65.9
3.2321 168.79 17.7415 -65.8
1.0511 216.5674 23.9248 -65.9
-51.3565 293.7701 39.0875 -66
-6.3856 293.3361 -34.0685 -65.9
9.8394 215.428 25.7752 -65.9
14.4793 228.881 26.7749 -65.9
-18.765 299.232 75.1323 -65.8
51.3313 331.215 59.143 -65.9
68.3031 308.2964 -11.5635 -65.9
25.6244 -75.4824 -12.1621 48.1
64.1195 -65.2725 -27.2562 48.8
74.7902 -34.8355 -28.4253 48.9
83.6554 -5.9466 -17.0381 48.9
93.4611 21.096 -2.2809 49
72.1059 -78.505 -29.41 48.8
99.1969 -75.4609 -44.7206 49
125.042 -74.1452 -62.9382 49.2
153.0294 -74.1745 -77.7198 49.3
179.5948 -73.3059 -94.8459 49.4
202.542 -61.6985 -112.2753 49.5
223.7727 -51.2441 -133.2633 49.5
246.4009 -45.112 -154.5242 49.6
270.1227 -44.4804 -175.3758 49.7
294.9646 -41.9333 -194.7907 49.7
318.0084 -36.2182 -215.7098 49.7
339.5563 -32.7273 -238.5777 49.7
360.4799 -32.7623 -262.3416 49.7
-4.1268 -83.9397 8.1251 47.4
-6.2417 -108.5189 14.9773 47.2
2.353 -100.4064 16.4359 47.2
25.1172 -61.7554 4.8392 47.7
47.4313 -24.9787 -13.8597 48.1
69.8015 15.9929 -16.2146 48.4
89.6354 58.1668 -13.2955 48.7
93.2334 99.4681 -34.811 49
120.8107 131.1438 -53.0647 49.2
147.9985 160.4177 -68.0419 49.3
146.3902 154.3172 -57.6414 49.4
162.713 181.714 -59.2761 49.5
182.6949 207.0616 -57.6328 49.5
204.0476 230.6066 -51.3309 49.6
225.423 253.4614 -42.9144 49.7
250.0473 269.7621 -30.216 49.7
275.1213 284.1931 -15.6192 49.7
301.026 299.3761 -3.6443 49.7
329.6277 311.493 5.4352 49.6
357.0569 321.1704 19.638 49.2
387.0017 331.6952 24.715 48.6
418.8659 335.8799 28.4946 47.4
450.1405 340.0953 29.2328 45.5
480.9324 339.5789 19.3138 42.8
510.7775 340.4886 7.8312 39.7
538.3343 343.9227 -8.8683 37
567.9172 346.3559 -21.4297 35.4
-7.0976 -133.2352 18.2708 46.6
-1.6619 -149.4294 28.2523 46.7
23.8238 -170.9652 48.9904 47.6
56.0317 -215.1409 65.6463 48
41.1683 -220.4825 60.3833 48.2
44.9588 -264.0728 54.9034 48.8
58.5844 -305.1146 45.977 49.2
64.7229 -345.9605 31.1527 49.4
60.3837 -396.8143 12.7754 49.6
43.5522 -418.1128 16.8703 49.7
34.7332 -421.0248 -1.2153 49.7
5.2752 -416.3969 -11.292 49.7
56.671 -441.887 -1.4897 49.7
61.2911 -471.5182 -10.1937 49.7
65.5687 -500.5535 -20.8556 49.7
70.4797 -528.131 -34.3201 49.8
60.8551 -381.2745 28.7681 49.5
49.705 -409.4421 35.5327 49.5
35.5312 -436.1667 42.6458 49.6
34.0502 -202.8322 75.3118 48
26.3231 -220.5213 101.0537 48.3
11.9898 -235.7227 125.6841 48.5
0.2439 -250.759 151.4536 48.5
-31.2273 -168.3997 52.4218 47.8
-108.2342 -189.1577 95.6982 48.2
-188.0048 -210.9338 134.6891 48.5
-230.3857 -208.8351 162.3649 48.7
-243.0342 -186.87 166.3612 48.8
-258.0124 -166.7175 171.5552 48.9
-272.9592 -149.1981 183.3744 49
-274.6194 -130.1281 194.6428 49
3.8006 -145.7792 43.8704 46.7
32.8952 -145.8327 89.7345 47.6
69.8082 -147.0028 129.7002 48.1
103.0814 -149.031 168.8935 48.5
127.8761 -154.2462 210.2117 48.8
156.5561 -172.6844 244.9922 49
189.043 -198.6011 270.7896 49.2
212.6171 -232.8283 296.1704 49.4
230.7946 -270.8997 320.8166 49.6
246.7558 -281.3254 354.8028 49.7
239.213 -294.9701 343.5114 49.7
235.9039 -307.8214 360.5098 49.7
237.2466 -321.7292 383.4282 49.7
242.7684 -340.6759 410.7299 49.6
245.5502 -359.8931 438.2579 49.5
245.4395 -378.209 466.5182 49.2
245.7898 -396.614 494.7258 49
247.2704 -415.5627 522.5512 48.7
251.1563 -434.1187 550.2716 48.6
87.5934 -135.6219 166.9099 48.3
-7.9626 -160.9634 18.1345 45.6
-9.7733 -191.7909 13.6443 44.3
0.3111 -186.3106 16.896 44.2
21.8196 -142.5242 25.6371 45.5
44.4553 -99.2652 34.0221 46.4
67.7687 -57.8155 47.7439 47.1
90.3573 -14.932 57.7556 47.7
115.8272 25.7375 70.039 48.3
143.4116 48.7977 84.549 48.7
172.4181 54.8301 100.5883 48.8
203.409 59.9864 112.3494 49
236.16 61.1688 118.6348 49.1
261.6991 62.4791 140.4317 49.2
283.044 64.0298 166.4499 49.3
304.3076 65.7583 192.5407 49.3
327.7875 68.916 216.3702 49.4
357.0815 83.717 217.9472 49.4
136.8173 70.5974 74.0747 48.5
153.5207 116.4975 75.0643 48.7
170.7761 159.3158 76.6623 49.1
187.457 194.3073 82.0931 49.2
206.7498 221.1209 80.1821 49.3
226.1796 247.7997 77.9679 49.3
176.4126 211.288 86.5377 49.2
-3.6015 -208.206 47.1657 43.9
-10.1452 -219.7776 18.1593 43.1
-8.2748 -240.4819 22.1215 42.9
-5.6706 -261.4459 21.3399 42.5
12.6428 -282.9749 5.4726 42.7
43.5053 -303.0178 -28.352 43.5
66.7702 -328.3479 -64.8831 44.3
91.0543 -354.4813 -99.7774 45.1
119.5917 -392.6253 -112.2357 45.9
154.0592 -418.3877 -137.2856 46.5
197.7758 -451.4113 -159.2027 46.8
232.7956 -486.7495 -180.5366 47.1
254.0974 -515.4037 -193.3683 47.5
183.453 -424.9935 -166.6424 46.8
-4.6221 -284.0175 19.9372 41.9
17.1422 -302.2191 21.7009 42
60.9283 -315.6499 13.3932 42.9
102.2844 -335.8201 5.7516 43.3
132.0095 -352.205 -4.9724 43.9
165.1007 -370.8341 -10.3799 45.6
207.761 -406.1044 -26.4379 46.8
251.1543 -440.6604 -42.9178 47.6
273.4766 -468.1064 -56.923 48
292.5627 -475.054 -63.9122 48.6
312.4409 -485.9257 -75.8281 48.9
332.3744 -499.2912 -97.468 49.1
353.7785 -510.0801 -119.0475 49.2
381.7722 -516.6724 -133.5571 49.3
409.4647 -525.8016 -147.4386 49.4
432.323 -543.8546 -161.0531 49.5
454.644 -562.8949 -174.611 49.6
477.8752 -579.5127 -189.7293 49.7
502.1223 -594.1413 -205.2903 49.7
524.1723 -608.4308 -224.0378 49.7
544.5793 -622.9915 -244.4499 49.8
565.2014 -637.1232 -264.9423 49.8
587.0492 -652.1838 -283.3969 49.8
609.1832 -668.2113 -300.631 49.7
633.097 -685.6538 -313.3593 49.7
658.1782 -701.4179 -325.6514 49.7
319.2435 -498.3447 -68.6098 48.8
350.5635 -519.6716 -80.9899 49
363.329 -541.2188 -73.5693 49.3
377.6396 -536.302 -79.4062 49.3
403.6501 -555.6821 -77.7388 49.5
429.8839 -574.8258 -78.0953 49.6
455.8147 -594.2535 -80.311 49.6
480.7714 -614.7383 -83.8427 49.7
504.166 -637.1489 -85.2008 49.7
524.3617 -662.576 -85.5657 49.7
543.6669 -688.6738 -86.712 49.7
562.8628 -714.7519 -85.2813 49.4
585.1318 -738.2876 -83.1677 48.8
608.3597 -760.9646 -82.0025 47.3
631.7525 -783.4973 -82.0543 43.8
655.8252 -805.2522 -83.5156 37
678.947 -828.0581 -83.3008 26.2
702.3404 -850.5409 -84.6503 12.8
726.5715 -872.0004 -87.3768 -0.9
750.536 -893.6669 -90.7481 -13
774.4262 -915.492 -93.3899 -23.1
797.3518 -938.4801 -92.7073 -31.4
821.626 -959.7488 -89.2821 -37.9
845.9883 -979.9587 -82.252 -43.2
869.2595 -1000.6513 -73.0157 -47.3
892.4524 -1021.886 -64.9117 -50.5
917.5375 -1041.5626 -58.7896 -52.9
943.6966 -1059.5773 -52.1075 -54.6
970.401 -1075.4017 -42.5653 -55.7
997.8819 -1089.9603 -33.1914 -56.3
186.5951 -400.934 -13.9162 46.4
141.6443 -360.6112 -24.62 45
-12.0539 -310.1158 19.9125 41
-24.7203 -340.2804 19.4352 39.7
-15.8305 -403.6112 7.0705 36.3
-16.8044 -463.7269 19.7165 32.8
-17.3571 -488.1429 27.9007 31.6
-7.2428 -548.5034 27.0794 28.8
-4.795 -645.8628 26.5688 24.2
-13.1553 -724.793 39.8404 20.6
-16.5898 -787.595 41.4238 18
-9.285 -849.7212 36.1167 15.9
-43.0853 -898.4838 25.6423 11.7
-90.1737 -939.713 29.9962 7.9
-143.3404 -973.3462 26.1757 5
-186.2709 -1016.3537 41.728 2.7
-230.5438 -1060.9874 45.7729 0.9
-275.3874 -1104.0982 52.8828 -0.3
4.3255 -707.7788 15.4803 22.3
30.7496 -737.0377 -18.555 23.3
53.7547 -771.2708 -50.4906 24.6
74.8179 -806.6932 -82.4469 26
96.4422 -839.6048 -116.6022 27.3
117.2231 -876.1878 -145.8261 28.5
140.5487 -901.1254 -185.2545 29.6
163.3143 -940.0777 -210.9211 30.3
176.0251 -977.2482 -245.0324 30.9
192.3802 -1010.1799 -281.803 31.1
9.7673 -505.5213 17.3371 31.8
54.6178 -503.2491 -17.0849 33.5
92.519 -505.1757 -59.3849 34.4
131.5874 -506.8916 -83.6162 35.1
167.8841 -510.5079 -91.3102 37.1
203.1085 -507.9508 -98.3836 39.1
238.4481 -501.5348 -102.0602 40.1
272.3698 -501.1314 -108.8984 40.6
304.6929 -488.1565 -118.0243 40.9
-13.7819 -462.7611 -26.9954 33
-26.7453 -480.6689 -86.1988 34.5
-57.0408 -493.8851 -94.6024 38
-99.0841 -501.2085 -62.0435 39.6
-137.3646 -501.8097 -25.6934 40.7
-186.5495 -509.5368 -6.3048 41.3
-207.5633 -525.6646 19.9059 41.6
-204.8259 -513.1404 23.5037 41.6
-44.0549 -493.403 -120.4104 37.5
-64.4749 -507.0374 -142.4823 38.4
-90.6623 -517.8075 -159.5892 38.8
-114.4668 -527.5433 -180.4247 39
-52.3094 -366.492 11.5812 39.4
-93.1488 -388.9278 -6.4021 40.8
-133.6432 -399.5097 -29.8004 42.2
-172.7578 -418.0309 -55.3672 43.4
-219.3841 -453.5918 -61.928 45
-249.7823 -482.3352 -68.8045 46.9
-289.4613 -507.6201 -78.4551 47.7
-331.0752 -532.3211 -74.7433 48.2
-367.8554 -560.591 -87.8123 48.6
-414.0515 -574.4926 -92.6769 48.9
-454.5744 -592.2167 -86.2433 49
-447.4262 -585.8733 -102.4367 49.1
-467.1266 -582.8686 -102.6309 49.1
-475.465 -605.0909 -106.1498 49.2
-511.8333 -629.5674 -112.1223 49.4
-544.1851 -652.5671 -134.0901 49.5
-579.3966 -678.1011 -146.5297 49.6
-619.0449 -699.1553 -153.856 49.7
-657.6654 -719.6126 -166.3837 49.7
-692.2622 -746.823 -175.5008 49.6
-729.2472 -773.0758 -176.7507 49.1
-767.2354 -797.3876 -182.3954 47.3
-805.1527 -821.9227 -187.7704 41.9
-841.5468 -849.102 -188.3932 29.1
-878.226 -875.7111 -186.853 8.8
-908.6032 -908.5073 -195.0224 -13.5
-944.3398 -935.0067 -203.3044 -33.5
-968.8717 -965.2873 -206.7454 -43.7
-984.0849 -965.6803 -212.4665 -55.4
-1012.8614 -980.6655 -221.1765 -57.8
-1040.7956 -996.3828 -231.3246 -59.8
-1069.1706 -1011.0872 -241.7549 -61.3
-1094.973 -1031.7519 -247.5645 -62.6
-1122.4965 -1050.8031 -250.5442 -63.6
-1150.4701 -1069.4134 -251.7164 -64.4
-1177.7937 -1088.5279 -255.913 -65
-1206.8992 -1105.2152 -258.0241 -65.5
-1237.293 -1119.3005 -259.0385 -65.9
-1268.6302 -1131.4251 -258.152 -66.2
-1300.1231 -1143.1629 -259.0669 -66.4
-1331.9851 -1153.8109 -258.456 -66.6
-1363.6916 -1164.6879 -256.521 -66.6
-977.3385 -958.1103 -227.3284 -54.8
-994.4885 -962.1798 -255.4357 -56
-1011.2019 -970.6841 -282.8977 -56.7
-233.1404 -462.083 -83.2954 46.8
-234.8858 -462.3689 -116.6329 47.4
-238.6146 -467.5537 -149.5232 47.8
-241.8773 -473.6723 -182.3165 48
-243.9562 -480.173 -215.1331 48.2
-246.991 -486.5036 -247.8893 48.4
-252.4195 -488.4165 -280.8454 48.5
-259.0018 -486.6047 -313.6624 48.6
-265.4877 -484.4936 -346.4814 48.7
-272.1719 -482.2445 -379.2489 48.7
-185.8055 -441.5609 -81.0811 44.4
-179.7017 -456.8915 -118.1817 45.1
-158.6665 -485.3255 -133.7869 45.3
15.3144 -334.2242 12.0303 41.6
72.1607 -351.9972 12.5509 43.3
113.3148 -370.0233 11.1801 44
152.3907 -389.6141 21.9818 44.8
194.0434 -403.3855 22.5255 45.6
236.4555 -414.7396 19.5057 46.4
276.2928 -433.9997 28.1098 47.2
316.5074 -454.1623 26.8949 47.7
334.3399 -474.3665 11.8735 48
321.6477 -496.1224 -12.5854 48.5
382.1366 -480.4855 23.7361 48.8
419.5528 -503.9403 34.2654 49.3
452.116 -502.2305 44.7885 49.5
481.623 -501.2186 62.3631 49.6
503.8482 -499.0085 88.137 49.6
529.1179 -497.0369 110.918 49.7
559.4868 -496.8353 127.0218 49.7
589.8498 -495.0496 142.9764 49.8
621.3482 -489.3252 155.2378 49.8
650.5956 -485.2651 171.5261 49.8
675.3878 -479.12 194.4926 49.8
416.9575 -514.72 26.6282 49.3
444.8228 -534.953 21.8368 49.4
473.1157 -554.522 16.8072 49.4
499.2249 -576.1238 22.0103 49.4
349.6716 -492.162 26.7903 48.6
59.0439 -345.8608 40.4568 43.4
63.2059 -354.347 93.565 44.3
66.6481 -354.453 147.4958 45.2
61.4029 -362.4195 199.9305 46.1
67.9642 -360.7845 237.8684 46.6
92.6685 -336.1494 254.8579 46.6
52.1984 -369.8551 239.7036 46.7
